label,watts
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.2
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.3
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.4
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.5
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.6
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.7
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.8
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.9
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.0
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.1
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.2
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.3
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.4
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.5
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.6
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.7
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.8
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.9
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.0
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.1
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.2
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.3
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.4
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.5
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.6
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.7
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.8
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,425.9
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.0
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.1
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.2
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.3
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.4
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.5
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.6
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.7
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.8
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,426.9
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,427.0
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,427.1
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,427.2
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,427.3
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,427.4
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,427.5
Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,423.0
Ceiling Fans & Conventional Fridge & Iron,1319.9
Ceiling Fans & Conventional Fridge & Iron,1319.8
Ceiling Fans & Conventional Fridge & Iron,1319.7
Ceiling Fans & Conventional Fridge & Iron,1319.6
Ceiling Fans & Conventional Fridge & Iron,1319.5
Ceiling Fans & Conventional Fridge & Iron,1319.4
Ceiling Fans & Conventional Fridge & Iron,1319.3
Ceiling Fans & Conventional Fridge & Iron,1319.2
Ceiling Fans & Conventional Fridge & Iron,1319.1
Ceiling Fans & Conventional Fridge & Iron,1319.0
Ceiling Fans & Conventional Fridge & Iron,1318.9
Ceiling Fans & Conventional Fridge & Iron,1318.8
Ceiling Fans & Conventional Fridge & Iron,1318.7
Ceiling Fans & Conventional Fridge & Iron,1318.6
Ceiling Fans & Conventional Fridge & Iron,1318.5
Ceiling Fans & Conventional Fridge & Iron,1318.4
Ceiling Fans & Conventional Fridge & Iron,1318.3
Ceiling Fans & Conventional Fridge & Iron,1318.2
Ceiling Fans & Conventional Fridge & Iron,1318.1
Ceiling Fans & Conventional Fridge & Iron,1318.0
Ceiling Fans & Conventional Fridge & Iron,1317.9
Ceiling Fans & Conventional Fridge & Iron,1317.8
Ceiling Fans & Conventional Fridge & Iron,1317.7
Ceiling Fans & Conventional Fridge & Iron,1317.6
Ceiling Fans & Conventional Fridge & Iron,1317.5
Ceiling Fans & Conventional Fridge & Iron,1317.4
Ceiling Fans & Conventional Fridge & Iron,1317.3
Ceiling Fans & Conventional Fridge & Iron,1317.2
Ceiling Fans & Conventional Fridge & Iron,1317.1
Ceiling Fans & Conventional Fridge & Iron,1317.0
Ceiling Fans & Conventional Fridge & Iron,1316.9
Ceiling Fans & Conventional Fridge & Iron,1316.8
Ceiling Fans & Conventional Fridge & Iron,1316.7
Ceiling Fans & Conventional Fridge & Iron,1316.6
Ceiling Fans & Conventional Fridge & Iron,1316.5
Ceiling Fans & Conventional Fridge & Iron,1316.4
Ceiling Fans & Conventional Fridge & Iron,1316.3
Ceiling Fans & Conventional Fridge & Iron,1316.2
Ceiling Fans & Conventional Fridge & Iron,1316.1
Ceiling Fans & Conventional Fridge & Iron,1316.0
Ceiling Fans & Conventional Fridge & Iron,1315.9
Ceiling Fans & Conventional Fridge & Iron,1315.8
Ceiling Fans & Conventional Fridge & Iron,1315.7
Ceiling Fans & Conventional Fridge & Iron,1315.6
Ceiling Fans & Conventional Fridge & Iron,1315.5
Ceiling Fans & Conventional Fridge & Iron,1320.1
Ceiling Fans & Conventional Fridge & Iron,1320.2
Ceiling Fans & Conventional Fridge & Iron,1320.3
Ceiling Fans & Conventional Fridge & Iron,1320.4
Ceiling Fans & Conventional Fridge & Iron,1320.5
Ceiling Fans & Conventional Fridge & Iron,1320.6
Ceiling Fans & Conventional Fridge & Iron,1320.7
Ceiling Fans & Conventional Fridge & Iron,1320.8
Ceiling Fans & Conventional Fridge & Iron,1320.9
Ceiling Fans & Conventional Fridge & Iron,1321.0
Ceiling Fans & Conventional Fridge & Iron,1321.1
Ceiling Fans & Conventional Fridge & Iron,1321.2
Ceiling Fans & Conventional Fridge & Iron,1321.3
Ceiling Fans & Conventional Fridge & Iron,1321.4
Ceiling Fans & Conventional Fridge & Iron,1321.5
Ceiling Fans & Conventional Fridge & Iron,1321.6
Ceiling Fans & Conventional Fridge & Iron,1321.7
Ceiling Fans & Conventional Fridge & Iron,1321.8
Ceiling Fans & Conventional Fridge & Iron,1321.9
Ceiling Fans & Conventional Fridge & Iron,1322.0
Ceiling Fans & Conventional Fridge & Iron,1322.1
Ceiling Fans & Conventional Fridge & Iron,1322.2
Ceiling Fans & Conventional Fridge & Iron,1322.3
Ceiling Fans & Conventional Fridge & Iron,1322.4
Ceiling Fans & Conventional Fridge & Iron,1322.5
Ceiling Fans & Conventional Fridge & Iron,1322.6
Ceiling Fans & Conventional Fridge & Iron,1322.7
Ceiling Fans & Conventional Fridge & Iron,1322.8
Ceiling Fans & Conventional Fridge & Iron,1322.9
Ceiling Fans & Conventional Fridge & Iron,1323.0
Ceiling Fans & Conventional Fridge & Iron,1323.1
Ceiling Fans & Conventional Fridge & Iron,1323.2
Ceiling Fans & Conventional Fridge & Iron,1323.3
Ceiling Fans & Conventional Fridge & Iron,1323.4
Ceiling Fans & Conventional Fridge & Iron,1323.5
Ceiling Fans & Conventional Fridge & Iron,1323.6
Ceiling Fans & Conventional Fridge & Iron,1323.7
Ceiling Fans & Conventional Fridge & Iron,1323.8
Ceiling Fans & Conventional Fridge & Iron,1323.9
Ceiling Fans & Conventional Fridge & Iron,1324.0
Ceiling Fans & Conventional Fridge & Iron,1324.1
Ceiling Fans & Conventional Fridge & Iron,1324.2
Ceiling Fans & Conventional Fridge & Iron,1324.3
Ceiling Fans & Conventional Fridge & Iron,1324.4
Ceiling Fans & Conventional Fridge & Iron,1324.5
Ceiling Fans & Conventional Fridge & Iron,1320.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1442.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1441.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1440.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1439.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1438.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1438.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1438.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1438.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1438.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1444.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1445.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.6
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.7
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.8
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1446.9
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1447.0
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1447.1
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1447.2
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1447.3
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1447.4
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1447.5
Ceiling Fans & Conventional Fridge & Iron & Inverter Deep Freezer,1443.0
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.9
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.8
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.7
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.6
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.5
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.4
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.3
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.2
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.1
Ceiling Fans & Conventional Fridge & Iron & LED TV,1379.0
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.9
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.8
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.7
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.6
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.5
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.4
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.3
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.2
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.1
Ceiling Fans & Conventional Fridge & Iron & LED TV,1378.0
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.9
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.8
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.7
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.6
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.5
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.4
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.3
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.2
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.1
Ceiling Fans & Conventional Fridge & Iron & LED TV,1377.0
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.9
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.8
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.7
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.6
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.5
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.4
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.3
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.2
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.1
Ceiling Fans & Conventional Fridge & Iron & LED TV,1376.0
Ceiling Fans & Conventional Fridge & Iron & LED TV,1375.9
Ceiling Fans & Conventional Fridge & Iron & LED TV,1375.8
Ceiling Fans & Conventional Fridge & Iron & LED TV,1375.7
Ceiling Fans & Conventional Fridge & Iron & LED TV,1375.6
Ceiling Fans & Conventional Fridge & Iron & LED TV,1375.5
Ceiling Fans & Conventional Fridge & Iron & LED TV,1380.1
Ceiling Fans & Conventional Fridge & Iron & LED TV,1380.2
Ceiling Fans & Conventional Fridge & Iron & LED TV,1380.3
Ceiling Fans & Conventional Fridge & Iron & LED TV,1380.4
Ceiling Fans & Conventional Fridge & Iron & LED TV,1380.5
Ceiling Fans & Conventional Fridge & Iron & LED TV,1380.6
Ceiling Fans & Conventional Fridge & Iron & LED TV,1380.7
Ceiling Fans & Conventional Fridge & Iron & LED TV,1380.8
